"id","idade","faixa_idade","genero","estado","uf","regiao","faixa_salarial","cargo","nivel","forma_trabalho","aws","gcp","azure","oracle_cloud","ibm_cloud","on_premise","cloud_propria","lang_sql","lang_r","lang_python","lang_c","lang_dotnet","lang_java","lang_julia","lang_sas_stata","lang_vba","lang_scala","lang_matlab","lang_php","lang_javascript","bi_powerbi","bi_qlik","bi_tableau","bi_metabase","bi_looker","bi_google_data_studio","bi_so_excel","bi_nenhuma"
"7c7ppigwkkkam25o7c7pprluaa4wpbpc","32","30-34","Feminino","Minas Gerais (MG)","MG","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Analista de Dados/Data Analyst","Pleno","Modelo 100% remoto","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"7c1upidhnvepu6iosy49ra7c1upi8gom","22","22-24","Feminino","São Paulo (SP)","SP","Sudeste","de R$ 4.001/mês a R$ 6.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Pleno","Modelo 100% remoto","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0"
"7bvkq7548b2inb7bvkqe738u25pqkibs","27","25-29","Masculino","Rio de Janeiro (RJ)","RJ","Sudeste","de R$ 1.001/mês a R$ 2.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Júnior","Modelo 100% remoto","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0"
"dt5u4yxkcywjd0qntzdt5u4yo7riaaro","28","25-29","Masculino","São Paulo (SP)","SP","Sudeste","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7bovyk591fabzx4qla7bovyk596tauhi","25","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 1.001/mês a R$ 2.000/mês","Analista de Dados/Data Analyst","Júnior","Modelo 100% presencial","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"co3k6zkp3vch52376pco3k6z1elwzmsb","33","30-34","Masculino","Bahia (BA)","BA","Nordeste","de R$ 2.001/mês a R$ 3000/mês","Analista de BI/BI Analyst/Analytics Engineer","Pleno","Modelo híbrido com dias fixos de trabalho presencial","0","0","1","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"7b9ac9dnmsq8yb7b9a5i0qqcuibg00qd","21","17-21","Masculino","Pernambuco (PE)","PE","Nordeste","de R$ 1.001/mês a R$ 2.000/mês","Analista de Negócios/Business Analyst","Pleno","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"79nbph2loj7k2a79nbpf506ez2fetrte","26","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 4.001/mês a R$ 6.000/mês","Outro","Júnior","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"79akn9u6dgxzu6yw79aknozfova9xv6j","27","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 12.001/mês a R$ 16.000/mês","Cientista de Dados/Data Scientist","Sênior","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"78v4857hqfswtksl28rsv78v48el2dmf","22","22-24","Masculino","Minas Gerais (MG)","MG","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Engenheiro de Machine Learning/ML Engineer","Pleno","Modelo 100% remoto","1","1","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"dsner4bgj777dnh5qewzdsner4bg22m4","33","30-34","Masculino","Rio Grande do Sul (RS)","RS","Sul","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77lt8yr5o7yrnaqt5777abq0sfhbbjyj","34","30-34","Masculino","Santa Catarina (SC)","SC","Sul","de R$ 4.001/mês a R$ 6.000/mês","Analista de Dados/Data Analyst","Júnior","Modelo 100% remoto","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","0","0"
"773hwfwg2ij6a504773hwfzuaeug862n","33","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Analista de Dados/Data Analyst","Pleno","Modelo 100% presencial","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"76jmf0udl22a0b076j7yysgs4i7e9cti","31","30-34","Masculino","Goiás (GO)","GO","Centro-oeste","de R$ 2.001/mês a R$ 3000/mês","","","Modelo 100% presencial","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"769vkhjs6tnve4b92769vkhpr6p6qiog","23","22-24","Masculino","Paraná (PR)","PR","Sul","de R$ 2.001/mês a R$ 3000/mês","Analista de BI/BI Analyst/Analytics Engineer","Júnior","Modelo 100% remoto","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"769ltg4qk106bclendxu769ltg4pvyn5","27","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 4.001/mês a R$ 6.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Pleno","Modelo 100% remoto","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"axsp8x0fee9hxeo707qlaxsp8x4drwcb","28","25-29","Masculino","Bahia (BA)","BA","Nordeste","de R$ 2.001/mês a R$ 3000/mês","Analista de Dados/Data Analyst","Júnior","Modelo 100% remoto","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"75gnnul5hx3uaj675gxouo6aqbsybnzx","33","30-34","Feminino","Rio de Janeiro (RJ)","RJ","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Analista de Inteligência de Mercado/Market Intelligence","Sênior","Modelo híbrido com dias fixos de trabalho presencial","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0"
"751i2qdhvptm6wjf763i751i2qd2mpye","22","22-24","Masculino","Rio de Janeiro (RJ)","RJ","Sudeste","de R$ 4.001/mês a R$ 6.000/mês","Engenheiro de Dados/Data Engineer","Júnior","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"74bkt6ju6nrmcl774bki9feelqtwupiu","29","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 4.001/mês a R$ 6.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Pleno","Modelo 100% remoto","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"73t6mmyvd394pzsalg73t6vg0nc0kyfj","28","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 3.001/mês a R$ 4.000/mês","Analista de Dados/Data Analyst","Júnior","Modelo 100% remoto","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"73ovioj3g0whlqte73ovnmwwyv079zkp","23","22-24","Masculino","Pernambuco (PE)","PE","Nordeste","de R$ 1.001/mês a R$ 2.000/mês","Outro","Júnior","Modelo híbrido com dias fixos de trabalho presencial","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"al577nuog44a7kn4u32yal5774sg92qc","29","25-29","Masculino","Bahia (BA)","BA","Nordeste","de R$ 8.001/mês a R$ 12.000/mês","Cientista de Dados/Data Scientist","Pleno","Modelo 100% remoto","1","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"73b0qkhwf0hng0hi7u5973b0qtrp3gz3","29","25-29","Feminino","Santa Catarina (SC)","SC","Sul","de R$ 8.001/mês a R$ 12.000/mês","Analista de Dados/Data Analyst","Sênior","Modelo 100% remoto","0","1","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0"
"72kvked2hb172kvzlmxxbjofcnghixzl","33","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 12.001/mês a R$ 16.000/mês","Cientista de Dados/Data Scientist","Sênior","Modelo 100% remoto","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"dr2r685fab1yjknr3u9rfkdr2r685szn","27","25-29","Masculino","Rio de Janeiro (RJ)","RJ","Sudeste","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"donrsh5cuorgvtjda7cdonrb6e0ok9k6","39","35-39","Masculino","São Paulo (SP)","SP","Sudeste","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dlh68z233x3khcts7gtldlh41gwrcdav","46","45-49","Masculino","Rio de Janeiro (RJ)","RJ","Sudeste","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"71fh6qe8c9p8876yyoiw71fh63rddq7v","24","22-24","Feminino","Rio Grande do Sul (RS)","RS","Sul","de R$ 3.001/mês a R$ 4.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Pleno","Modelo 100% remoto","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"7097vzp36ujhsqqjnpa1g7097vdnawco","33","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 12.001/mês a R$ 16.000/mês","Engenheiro de Dados/Data Engineer","Sênior","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"704uxbmr13zd98couc9ajm704uxz7n6h","25","25-29","Masculino","Minas Gerais (MG)","MG","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Analista de Dados/Data Analyst","Pleno","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"6zhovmqbi1gapjq06zhfxn8dqxtdevgm","26","25-29","Masculino","Santa Catarina (SC)","SC","Sul","de R$ 12.001/mês a R$ 16.000/mês","Engenheiro de Dados/Data Engineer","Sênior","Modelo 100% remoto","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"dkekqc8vxdxq2hqfyw4xdkekqc8sm53r","32","30-34","Masculino","Rio de Janeiro (RJ)","RJ","Sudeste","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6yg2t5vw470pblqo67t6yg2t5f165w0v","24","22-24","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Cientista de Dados/Data Scientist","Pleno","Modelo 100% remoto","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"6y2s9pi8mweuz21f6y2sm9fsmu094v7d","46","45-49","Feminino","São Paulo (SP)","SP","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Outro","Sênior","Modelo 100% remoto","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"6w8tvwl4ot9nnfqx3o6w8tk2dujeygqw","39","35-39","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Engenheiro de Machine Learning/ML Engineer","Pleno","Modelo 100% remoto","1","1","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0"
"6vuekqfddatsnggj6vuekq0jtqzyodyz","28","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 4.001/mês a R$ 6.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Pleno","Modelo 100% presencial","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0"
"dbzazkfac3ocfg9jlaldbzazkzsy2bep","33","30-34","Masculino","São Paulo (SP)","SP","Sudeste","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6vawcq7gp1in48bt6vawx65z1osdlilq","32","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 3.001/mês a R$ 4.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Júnior","Modelo 100% remoto","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0"
"6tqsnk17frvrys82f6n0y16tqsnl0bqq","25","25-29","Masculino","Pernambuco (PE)","PE","Nordeste","de R$ 6.001/mês a R$ 8.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Sênior","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"dbr382b1vfgd6qqhuy9dbr3sq26ow3v4","30","30-34","Feminino","São Paulo (SP)","SP","Sudeste","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6tjztybzl80nm5kjg6tj5km5ab3i18lh","29","25-29","Masculino","Minas Gerais (MG)","MG","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Analista de Dados/Data Analyst","Sênior","Modelo 100% remoto","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"6tjrttgism8iksh75ukd0b6tjrttgw93","31","30-34","Feminino","Minas Gerais (MG)","MG","Sudeste","de R$ 4.001/mês a R$ 6.000/mês","Cientista de Dados/Data Scientist","Júnior","Modelo 100% presencial","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"d5mnj4a73wox31y1d5mnj4lz855jfp3a","21","17-21","Outro","Paraná (PR)","PR","Sul","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"czwm90y1bivs08bmwmoczwm9n275xcby","21","17-21","Masculino","Rio de Janeiro (RJ)","RJ","Sudeste","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6r60q9scqaf5r6r6v2pl09fh1uvkwv2p","38","35-39","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Analista de Negócios/Business Analyst","Pleno","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"bk4ejf1swr7nrfyzvvbk4ejkebsqxr6t","33","30-34","Masculino","Mato Grosso do Sul (MS)","MS","Centro-oeste","de R$ 4.001/mês a R$ 6.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Júnior","Modelo 100% presencial","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0"
"6q1i3c9qd1s87zo4pkms6q1i3c9qhi3s","31","30-34","Masculino","Rio Grande do Sul (RS)","RS","Sul","de R$ 3.001/mês a R$ 4.000/mês","Cientista de Dados/Data Scientist","Júnior","Modelo 100% remoto","1","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0"
"6plyrp7gga50e2qco0zozea6plyrp7ag","24","22-24","Feminino","São Paulo (SP)","SP","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Engenheiro de Dados/Data Engineer","Pleno","Modelo 100% remoto","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"6ovejjdz8x5bfhsac6ovejjdv7v54ssn","29","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Analista de Dados/Data Analyst","Sênior","Modelo 100% remoto","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"6oezedsrkg8uohus6oezo2luxjijtuu3","26","25-29","Masculino","Goiás (GO)","GO","Centro-oeste","de R$ 25.001/mês a R$ 30.000/mês","Engenheiro de Dados/Data Engineer","Pleno","Modelo 100% remoto","1","1","0","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"cxo7aqeiq7k5bccxo7a6hbnetngiemk3","21","17-21","Masculino","São Paulo (SP)","SP","Sudeste","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6o7pycj67o53kn3lbnk6o7pycjddheu3","39","35-39","Feminino","Distrito Federal (DF)","DF","Centro-oeste","de R$ 12.001/mês a R$ 16.000/mês","Estatístico","Sênior","Modelo 100% remoto","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"6mxdy66tcg91yt536mxdrtqf6uc0dkk5","44","40-44","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 4.001/mês a R$ 6.000/mês","Desenvolvedor ou Engenheiro de Software","Sênior","Modelo híbrido com dias fixos de trabalho presencial","0","0","1","0","0","1","1","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"ctoku0e0stlctokzifcu9rklewdogzgl","25","25-29","Masculino","São Paulo (SP)","SP","Sudeste","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6mo14cm05cj8xtz61hl6mo14cmiij9mi","27","25-29","Masculino","Minas Gerais (MG)","MG","Sudeste","de R$ 4.001/mês a R$ 6.000/mês","Analista de Dados/Data Analyst","Pleno","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0"
"6mk8a071l8wjrnxxonrjnsp6mk8a0zys","24","22-24","Masculino","Paraná (PR)","PR","Sul","de R$ 4.001/mês a R$ 6.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Pleno","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"cs9dk1cyyul5l0gy4u8ucs9dk1qr5rlu","31","30-34","Feminino","Minas Gerais (MG)","MG","Sudeste","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6m2h0jsn2j3jslj3n6m2hnvtnisuvtsu","33","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Analista de Negócios/Business Analyst","Sênior","Modelo 100% remoto","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0"
"cr2stwehp5fnt9d16cr2stug1lvf4upl","","55+","Masculino","Rio de Janeiro (RJ)","RJ","Sudeste","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ajtqpj0oxm3ajtqmq9ehopiwrqc8kxjm","36","35-39","Masculino","Bahia (BA)","BA","Nordeste","de R$ 12.001/mês a R$ 16.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Sênior","Modelo 100% remoto","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"6kr9lieu8eb5kkpl0u6kr9wutyd45nan","23","22-24","Feminino","Rio Grande do Sul (RS)","RS","Sul","de R$ 4.001/mês a R$ 6.000/mês","Analista de Dados/Data Analyst","Pleno","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","0","0"
"6jcmqv58oershp8pc6jcmqvh7cj00m1m","40","40-44","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Sênior","Modelo 100% remoto","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"6hyw6oxqdodd6dp0ubxyr6hyw6o1ppss","34","30-34","Feminino","Distrito Federal (DF)","DF","Centro-oeste","de R$ 8.001/mês a R$ 12.000/mês","Analista de Dados/Data Analyst","Sênior","Modelo 100% presencial","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"6hdseztshndsqgxuutzhx6hdsezamr02","35","35-39","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Sênior","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","0","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
